"Record_number","Study_midyear","YearsOfData","Latitude","Longitude","Site_name","Study_number","Elevation","Biome","Ecosystem_state","Ecosystem_type","Leaf_habit","MAT","MAP","Meas_method","Partition_method","Stage","Rs_annual","Rh_annual","Ra_annual","Manipulation","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","Ecosystem_type2","Outlier_rh","Outlier_ra","Mean.Temp.","Mean.Precip.","delta.Mean.Temp.","delta.Mean.Precip."
4554,2006.5,2,33,35.23333333,"",6112,500,"Mediterranean","Natural","Shrubland","Deciduous",18.1,780,"IRGA","","Mature",758,NA,NA,"None",NA,NA,NA,NA,NA,"Shrubland",0,0,5.51,394,0.210387293347202,-599.541340309468
4555,2006.5,2,31.7,35.05,"",6112,500,"Mediterranean","Natural","Shrubland","Deciduous",17.7,540,"IRGA","","Mature",634,NA,NA,"None",NA,NA,NA,NA,NA,"Shrubland",0,0,5.03416666666667,394,-0.265446039986132,-599.541340309468
4558,2006.5,2,31.38333333,34.9,"",6112,500,"Mediterranean","Natural","Shrubland","Deciduous",18.4,300,"IRGA","","Mature",429,NA,NA,"None",NA,NA,NA,NA,NA,"Shrubland",0,0,11.09,160.583333333333,5.7903872933472,-832.958006976135
4561,2006.5,2,30.86666667,34.76666667,"",6112,500,"Mediterranean","Natural","Shrubland","Deciduous",19.1,90,"IRGA","","Mature",177,NA,NA,"None",NA,NA,NA,NA,NA,"Shrubland",0,0,11.09,160.583333333333,5.7903872933472,-832.958006976135
4563,2005,3,29.8,-102.83,"Big Bend National Park",6068,1527,"Temperate","Natural","Desert","Deciduous",18.7,356,"IRGA","","Mature",553,NA,NA,"None",NA,NA,NA,NA,NA,"Desert",0,0,7.09083333333333,390.75,1.79122062668054,-602.791340309468
4668,1997,1,14.58333333,98.86666667,"Mae Klong Watershed Research Station",6010,150,"Tropical","Unmanaged","Forest","Mixed",25,1650,"IRGA","Exclusion","Mature",1908,1538,370,"None",NA,NA,NA,NA,NA,"Forest",0,0,9.12333333333333,585.25,3.82372062668053,-408.291340309468
4669,1998,1,14.58333333,98.86666667,"Mae Klong Watershed Research Station",6010,150,"Tropical","Unmanaged","Forest","Mixed",25,1650,"IRGA","Exclusion","Mature",1715,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,8.8075,334.5,3.5078872933472,-659.041340309468
4670,1997,1,14.58333333,98.86666667,"Mae Klong Watershed Research Station",6010,250,"Tropical","Unmanaged","Forest","Mixed",25,1650,"IRGA","Exclusion","Mature",1629,1065,564,"None",NA,NA,NA,NA,NA,"Forest",0,0,9.12333333333333,585.25,3.82372062668053,-408.291340309468
4672,1997,1,14.58333333,98.86666667,"Mae Klong Watershed Research Station",6010,350,"Tropical","Unmanaged","Forest","Mixed",25,1650,"IRGA","Exclusion","Mature",1199,760,439,"None",NA,NA,NA,NA,NA,"Forest",0,0,9.12333333333333,585.25,3.82372062668053,-408.291340309468
4673,1998,1,14.58333333,98.86666667,"Mae Klong Watershed Research Station",6010,350,"Tropical","Unmanaged","Forest","Mixed",25,1650,"IRGA","Exclusion","Mature",1421,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,8.8075,334.5,3.5078872933472,-659.041340309468
4729,2006.5,2,31.25,-84.5,"Joseph W. Jones Ecological Research Center",6220,NA,"Temperate","Managed","Forest","Evergreen",NA,NA,"IRGA","","Aggrading",635,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.77083333333333,810.909090909091,0.471220626680536,-182.632249400377
4754,2009,1,47.55,8,"",6246,313,"Temperate","Natural","Forest","Deciduous",NA,NA,"IRGA","","Mature",933,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.28090909090909,637.5,-2.01870361574371,-356.041340309468
4757,2008.5,1,58.86666667,26.23333333,"Männikjärve",6248,80,"Temperate","Natural","Wetland","Deciduous",NA,NA,"IRGA","","Mature",528,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,2.52454545454545,796,-2.77506725210734,-197.541340309468
4778,2007.5,1,41.31666667,1.816666667,"Garraf",6248,210,"Temperate","Natural","Shrubland","Deciduous",NA,NA,"IRGA","","Mature",390,NA,NA,"None",NA,NA,NA,NA,NA,"Shrubland",0,0,4.74833333333333,600.909090909091,-0.551279373319465,-392.632249400377
4789,2004,3,38.95,-7.2,"Elvas",6263,NA,"Mediterranean","Natural","Grassland","Deciduous",NA,NA,"IRGA","","Mature",870,NA,NA,"None",NA,9.2,NA,NA,NA,"Grassland",0,0,5.23833333333333,273.416666666667,-0.061279373319465,-720.124673642802
4852,2009,1,31.27,-84.48,"Joseph W. Jones Ecological Research Center",6299,158,"Temperate","Natural","Savanna","Evergreen",NA,NA,"IRGA","","Mature",675,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,5.55666666666667,1250.5,0.257053960013868,256.958659690532
4908,2004,2,37.1,-91.2,"NHM",6381,NA,"Temperate","Unmanaged","Forest","Deciduous",13.3,1120,"IRGA","","Mature",1193,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.56,896.363636363636,-0.739612706652799,-97.1777039458319
4909,2004,2,37.1,-91.2,"UAM",6381,NA,"Temperate","Managed","Forest","Deciduous",13.3,1120,"IRGA","","Mature",1309,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.56,896.363636363636,-0.739612706652799,-97.1777039458319
4910,2004,2,37.1,-91.2,"EAM",6381,NA,"Temperate","Managed","Forest","Deciduous",13.3,1120,"IRGA","","Mature",1097,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.56,896.363636363636,-0.739612706652799,-97.1777039458319
4943,2003.5,2,48.67,7.07,"Hesse",6432,305,"Temperate","Unmanaged","Forest","Deciduous",NA,NA,"IRGA","","Mature",600,NA,NA,"None",0.8,10.9,NA,NA,NA,"Forest",0,0,3.86909090909091,742,-1.43052179756189,-251.541340309468
4944,2003.5,2,48.67,7.07,"Hesse",6432,305,"Temperate","Unmanaged","Forest","Deciduous",NA,NA,"IRGA","","Mature",790,NA,NA,"None",0.7,11.7,NA,NA,NA,"Forest",0,0,3.86909090909091,742,-1.43052179756189,-251.541340309468
4945,2003.5,2,48.67,7.07,"Hesse",6432,305,"Temperate","Unmanaged","Forest","Deciduous",NA,NA,"IRGA","","Mature",510,NA,NA,"None",0.9,10.2,NA,NA,NA,"Forest",0,0,3.86909090909091,742,-1.43052179756189,-251.541340309468
4946,2003.5,2,48.67,7.07,"Hesse",6432,305,"Temperate","Unmanaged","Forest","Deciduous",NA,NA,"IRGA","","Mature",580,NA,NA,"None",0.8,9.6,NA,NA,NA,"Forest",0,0,3.86909090909091,742,-1.43052179756189,-251.541340309468
4947,2003.5,2,48.67,7.07,"Hesse",6432,305,"Temperate","Unmanaged","Forest","Deciduous",NA,NA,"IRGA","","Mature",520,NA,NA,"None",0.9,10.1,NA,NA,NA,"Forest",0,0,3.86909090909091,742,-1.43052179756189,-251.541340309468
4948,2003.5,2,48.67,7.07,"Hesse",6432,305,"Temperate","Unmanaged","Forest","Deciduous",NA,NA,"IRGA","","Mature",730,NA,NA,"None",0.8,11.7,NA,NA,NA,"Forest",0,0,3.86909090909091,742,-1.43052179756189,-251.541340309468
4949,2003.5,2,48.67,7.07,"Hesse",6432,305,"Temperate","Unmanaged","Forest","Deciduous",NA,NA,"IRGA","","Mature",630,NA,NA,"None",0.9,11.2,NA,NA,NA,"Forest",0,0,3.86909090909091,742,-1.43052179756189,-251.541340309468
4982,2001,1,46.71666667,7.766666667,"Beatenberg",6451,1510,"Temperate","Natural","Forest","Evergreen",4.7,1454,"IRGA","","Mature",738,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.49454545454545,1025.41666666667,-1.80506725210734,31.8753263571984
4983,2002,1,46.71666667,7.766666667,"Beatenberg",6451,1510,"Temperate","Natural","Forest","Evergreen",4.7,1454,"IRGA","","Mature",731,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.82272727272727,1267.83333333333,-1.47688543392553,274.291993023865
4984,2003,1,46.71666667,7.766666667,"Beatenberg",6451,1510,"Temperate","Natural","Forest","Evergreen",4.7,1454,"IRGA","","Mature",785,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.11363636363636,742,-1.18597634301643,-251.541340309468
4985,2004,1,46.71666667,7.766666667,"Beatenberg",6451,1510,"Temperate","Natural","Forest","Evergreen",4.7,1454,"IRGA","","Mature",679,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.55363636363636,1003.41666666667,-1.74597634301644,9.87532635719833
4986,2005,1,46.71666667,7.766666667,"Beatenberg",6451,1510,"Temperate","Natural","Forest","Evergreen",4.7,1454,"IRGA","","Mature",700,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.69636363636364,991.083333333333,-1.60324907028916,-2.45800697613493
5028,2009,1,59.1,27.5,"natural",6492,NA,"Boreal","Natural","Wetland","Deciduous",NA,NA,"Gas chromatography","","Mature",151,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.64545454545455,733.333333333333,-3.65415816119825,-260.208006976135
5138,2007,1,48.933,11.767,"RIE",6576,475,"Temperate","Natural","Forest","Deciduous",7.9,699,"IRGA","","Mature",704,NA,NA,"None",NA,12,NA,NA,NA,"Forest",0,0,4.13909090909091,674.666666666667,-1.16052179756189,-318.874673642802
5139,2008,1,48.933,11.767,"RIE",6576,475,"Temperate","Natural","Forest","Deciduous",7.9,699,"IRGA","","Mature",615,NA,NA,"None",NA,12,NA,NA,NA,"Forest",0,0,3.54181818181818,540.916666666667,-1.75779452483462,-452.624673642802
5140,2009,1,48.933,11.767,"RIE",6576,475,"Temperate","Natural","Forest","Deciduous",7.9,699,"IRGA","","Mature",548,NA,NA,"None",NA,12,NA,NA,NA,"Forest",0,0,3.12272727272727,546,-2.17688543392553,-447.541340309468
5141,2010,1,48.933,11.767,"RIE",6576,475,"Temperate","Natural","Forest","Deciduous",7.9,699,"IRGA","","Mature",560,NA,NA,"None",NA,12,NA,NA,NA,"Forest",0,0,3.07818181818182,617.75,-2.22143088847098,-375.791340309468
5239,2008.5,1,26.53333333,106.7666667,"",6769,1200,"Subtropical","","Forest","Evergreen",14.8,1118,"Gas chromatography","","Mature",1175,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.59636363636364,1142.41666666667,-0.703249070289162,148.875326357198
5412,2006,3,56,32,"Zapadnodvinskii Forest–Bog Station",6941,NA,"Boreal","Natural","Wetland","Deciduous",6.1,752,"IRGA","","Mature",436,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,2.15416666666667,577.5,-3.14544603998613,-416.041340309468
5413,2006,3,56,32,"Zapadnodvinskii Forest–Bog Station",6941,NA,"Boreal","Natural","Wetland","Deciduous",6.1,752,"IRGA","","Mature",930,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,2.15416666666667,577.5,-3.14544603998613,-416.041340309468
5414,2006,3,56,32,"Zapadnodvinskii Forest–Bog Station",6941,NA,"Boreal","Managed","Forest","Evergreen",6.1,752,"IRGA","","Mature",1292,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.15416666666667,577.5,-3.14544603998613,-416.041340309468
5510,2011,2,24.53,101.02,"Ailaoshan Station for Subtropical Forest Ecosystem Studies",8088,2480,"Subtropical","Natural","Forest","Evergreen",11.3,1778,"IRGA","Exclusion","Mature",2062,1134,928,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.86583333333333,657.727272727273,-0.433779373319465,-335.814067582196
5511,2011,1.5,30.9146,110.6576,"Zigui National Forest Ecological Research Station",8117,950,"Subtropical","Natural","Forest","Evergreen",18,1125,"IRGA","","Aggrading",734,NA,NA,"None",1.13,NA,NA,NA,NA,"Forest",0,0,5.83090909090909,853.416666666667,0.531296384256293,-140.124673642802
5512,2011,1.5,30.9146,110.6576,"Zigui National Forest Ecological Research Station",8117,350,"Subtropical","Natural","Forest","Evergreen",18,1125,"IRGA","","Mature",757,NA,NA,"None",1.53,NA,NA,NA,NA,"Forest",0,0,5.83090909090909,853.416666666667,0.531296384256293,-140.124673642802
5513,2011,1.5,30.9146,110.6576,"Zigui National Forest Ecological Research Station",8117,990,"Subtropical","Natural","Forest","Evergreen",18,1125,"IRGA","","Mature",829,NA,NA,"None",1.08,NA,NA,NA,NA,"Forest",0,0,5.83090909090909,853.416666666667,0.531296384256293,-140.124673642802
5543,2008.5,1,47.58055556,11.63916667,"",8479,910,"Temperate","Natural","Forest","Mixed",6.9,1506,"IRGA","","Mature",797,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.54818181818182,1064.08333333333,-1.75143088847098,70.541993023865
5544,2009.5,1,47.58055556,11.63916667,"",8479,910,"Temperate","Natural","Forest","Mixed",6.9,1506,"IRGA","","Mature",811,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.14636363636364,1126,-2.15324907028916,132.458659690532
5545,2010.5,1,47.58055556,11.63916667,"",8479,910,"Temperate","Natural","Forest","Mixed",6.9,1506,"IRGA","","Mature",791,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.87636363636364,1090.83333333333,-2.42324907028916,97.291993023865
5546,2011.5,1,47.58055556,11.63916667,"",8479,910,"Temperate","Natural","Forest","Mixed",6.9,1506,"IRGA","","Mature",806,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.18272727272727,1085.16666666667,-2.11688543392553,91.6253263571984
5547,2012.5,1,47.58055556,11.63916667,"",8479,910,"Temperate","Natural","Forest","Mixed",6.9,1506,"IRGA","","Mature",814,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.72727272727273,1412.58333333333,-1.57233997938007,419.041993023865
5561,2012,1,47.7269,15.6889,"Rax-RC",8602,1470,"Temperate","Natural","Forest","Evergreen",3.8,1424,"IRGA","","Mature",626,NA,NA,"None",NA,24.9,NA,NA,NA,"Forest",0,0,3.89909090909091,990.833333333333,-1.40052179756189,-2.70800697613493
5562,2012,1,47.7269,15.6889,"Rax-RW07",8602,1470,"Temperate","Managed","Forest","Evergreen",3.8,1424,"IRGA","","Mature",696,NA,NA,"None",NA,24.9,NA,NA,NA,"Forest",0,0,3.89909090909091,990.833333333333,-1.40052179756189,-2.70800697613493
5563,2012,1,47.7269,15.6889,"Rax-RW00",8602,1470,"Temperate","Managed","Forest","Evergreen",3.8,1424,"IRGA","","Mature",1130,NA,NA,"None",NA,24.9,NA,NA,NA,"Forest",0,0,3.89909090909091,990.833333333333,-1.40052179756189,-2.70800697613493
5564,2012,1,47.8219,13.6392,"Höllengebirge-HC",8602,1000,"Temperate","Natural","Forest","Mixed",6.6,1964,"IRGA","","Mature",551,NA,NA,"None",NA,19.1,NA,NA,NA,"Forest",0,0,2.07909090909091,1535,-3.22052179756189,541.458659690532
5565,2012,1,47.8219,13.6392,"Höllengebirge-HW09",8602,1000,"Temperate","Managed","Forest","Mixed",6.6,1964,"IRGA","","Mature",463,NA,NA,"None",NA,19.1,NA,NA,NA,"Forest",0,0,2.07909090909091,1535,-3.22052179756189,541.458659690532
5566,2012,1,47.8219,13.6392,"Höllengebirge-HW07",8602,1000,"Temperate","Managed","Forest","Mixed",6.6,1964,"IRGA","","Mature",492,NA,NA,"None",NA,19.1,NA,NA,NA,"Forest",0,0,2.07909090909091,1535,-3.22052179756189,541.458659690532
5567,2010.5,1,29.5,103.6,"",6548,NA,"Temperate","Managed","Forest","Evergreen",15,1489.8,"IRGA","Exclusion","Mature",427,87,208,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.57181818181818,1137.16666666667,-3.72779452483462,143.625326357198
5606,2002.5,1,47.47,7.5,"Stillberg",6975,2180,"Temperate","Managed","Forest","Deciduous",NA,1150,"IRGA","","Mature",851,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.58272727272727,873.583333333333,-0.716885433925525,-119.958006976135
5607,2003.5,1,47.47,7.5,"Stillberg",6975,2180,"Temperate","Managed","Forest","Deciduous",NA,1150,"IRGA","","Mature",927,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.78727272727273,512.166666666667,-1.51233997938007,-481.374673642802
5608,2004.5,1,47.47,7.5,"Stillberg",6975,2180,"Temperate","Managed","Forest","Deciduous",NA,1150,"IRGA","","Mature",851,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.25090909090909,661.166666666667,-1.04870361574371,-332.374673642802
5609,2005.5,1,47.47,7.5,"Stillberg",6975,2180,"Temperate","Managed","Forest","Deciduous",NA,1150,"IRGA","","Mature",965,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.16363636363636,588.333333333333,-1.13597634301643,-405.208006976135
5610,2006.5,1,47.47,7.5,"Stillberg",6975,2180,"Temperate","Managed","Forest","Deciduous",NA,1150,"IRGA","","Mature",984,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.23818181818182,857.083333333333,-2.06143088847098,-136.458006976135
5611,2007.5,1,47.47,7.5,"Stillberg",6975,2180,"Temperate","Managed","Forest","Deciduous",NA,1150,"IRGA","","Mature",795,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.24545454545455,793.333333333333,-0.0541581611982522,-200.208006976135
5612,2008.5,1,47.47,7.5,"Stillberg",6975,2180,"Temperate","Managed","Forest","Deciduous",NA,1150,"IRGA","","Mature",870,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.59,724.666666666667,-0.709612706652798,-268.874673642802
5613,2009.5,1,47.47,7.5,"Stillberg",6975,2180,"Temperate","Managed","Forest","Deciduous",NA,1150,"IRGA","","Mature",1041,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.26909090909091,637.5,-2.03052179756189,-356.041340309468
5632,2011.5,1.25,24.53,101.02,"Mt. Ailao Nature Reserve",7491,2476,"Subtropical","Natural","Forest","Evergreen",11.3,1840,"IRGA","Exclusion","Mature",1248,1048,200,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.86583333333333,657.727272727273,-0.433779373319465,-335.814067582196
5653,2011.5,1,40.373,115.944,"Badaling Mountain",7047,535,"Temperate","Managed","Forest","Evergreen",10.8,454,"IRGA","","Aggrading",838,NA,NA,"None",1.6,NA,NA,NA,NA,"Forest",0,0,3.28181818181818,655,-2.01779452483462,-338.541340309468
5751,2011.5,1,58.27377778,33.23186111,"",7187,NA,"Boreal","Unmanaged","Grassland","Deciduous",NA,NA,"IRGA","","Aggrading",877,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,1.53666666666667,733.333333333333,-3.76294603998613,-260.208006976135
5752,2011.5,1,58.078,33.32555556,"",7187,NA,"Boreal","Unmanaged","Grassland","Deciduous",NA,NA,"IRGA","","Aggrading",677,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,1.53666666666667,733.333333333333,-3.76294603998613,-260.208006976135
5753,2011.5,1,58.078,33.32069444,"",7187,NA,"Boreal","Natural","Shrubland","Evergreen",NA,NA,"IRGA","","Mature",444,NA,NA,"None",NA,NA,NA,NA,NA,"Shrubland",0,0,1.53666666666667,733.333333333333,-3.76294603998613,-260.208006976135
5754,2011.5,1,58.10905556,33.38697222,"",7187,NA,"Boreal","Natural","Forest","Evergreen",NA,NA,"IRGA","","Mature",622,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.53666666666667,733.333333333333,-3.76294603998613,-260.208006976135
5806,2004.5,3,39.15,-78.1,"Blandy Experimental Farm",7577,NA,"Temperate","Unmanaged","Shrubland","Deciduous",11.8,940,"IRGA","","Aggrading",1068,NA,NA,"None",NA,NA,NA,NA,NA,"Shrubland",0,0,3.56833333333333,680,-1.73127937331946,-313.541340309468
5807,2005.5,1,39.15,-78.1,"Blandy Experimental Farm",7577,NA,"Temperate","Unmanaged","Shrubland","Deciduous",11.8,940,"IRGA","","Aggrading",1117,NA,NA,"None",NA,NA,NA,NA,NA,"Shrubland",0,0,4.1925,896.363636363636,-1.1071127066528,-97.1777039458319
5808,2004.5,3,39.15,-78.1,"Blandy Experimental Farm",7577,NA,"Temperate","Unmanaged","Shrubland","Deciduous",11.8,940,"IRGA","","Aggrading",1120,NA,NA,"None",NA,NA,NA,NA,NA,"Shrubland",0,0,3.56833333333333,680,-1.73127937331946,-313.541340309468
5809,2005.5,1,39.15,-78.1,"Blandy Experimental Farm",7577,NA,"Temperate","Unmanaged","Shrubland","Deciduous",11.8,940,"IRGA","","Aggrading",1073,NA,NA,"None",NA,NA,NA,NA,NA,"Shrubland",0,0,4.1925,896.363636363636,-1.1071127066528,-97.1777039458319
5810,2004.5,3,39.15,-78.1,"Blandy Experimental Farm",7577,NA,"Temperate","Natural","Forest","Deciduous",11.8,940,"IRGA","","Mature",1083,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.56833333333333,680,-1.73127937331946,-313.541340309468
5811,2004.5,3,39.15,-78.1,"Blandy Experimental Farm",7577,NA,"Temperate","Natural","Forest","Deciduous",11.8,940,"IRGA","","Mature",1092,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.56833333333333,680,-1.73127937331946,-313.541340309468
5822,2010.5,1,18.67,99.78,"Mae-Moh",7596,325,"Tropical","Unmanaged","Forest","Deciduous",25.3,1382.6,"IRGA","","Mature",326.8,NA,NA,"None",1.4,NA,39,27,34,"Forest",0,0,9.2025,822,3.9028872933472,-171.541340309468
5823,2010.5,1,18.67,99.78,"Mae-Moh",7596,325,"Tropical","Natural","Forest","Deciduous",25.3,1382.6,"IRGA","","Mature",313.2,NA,NA,"None",1.29,NA,36,28,36,"Forest",0,0,9.2025,822,3.9028872933472,-171.541340309468
5890,2013,1,36.85944444,128.2147222,"Mt. Worak National Park",8571,900,"Temperate","Natural","Forest","Deciduous",10.2,1387.8,"IRGA","","Mature",731,358,373,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.71272727272727,1169.83333333333,-1.58688543392553,176.291993023865
5891,2006,4,42.66093611,-80.55951944,"Turkey Point-TP02",8606,NA,"Temperate","Natural","Forest","Evergreen",8,1036,"IRGA","Exclusion","Aggrading",584,296,288,"None",NA,11.4,NA,NA,NA,"Forest",0,0,3.17,663.333333333333,-2.1296127066528,-330.208006976135
5892,2006,4,42.77441944,-80.458775,"Turkey Point-TP89",8606,NA,"Temperate","Natural","Forest","Evergreen",8,1036,"IRGA","Exclusion","Aggrading",523,236,287,"None",NA,14.2,NA,NA,NA,"Forest",0,0,3.17,663.333333333333,-2.1296127066528,-330.208006976135
5893,2006,4,42.70681111,-80.34831389,"Turkey Point-TP74",8606,NA,"Temperate","Natural","Forest","Evergreen",8,1036,"IRGA","Exclusion","Mature",540,288,252,"None",NA,19.4,NA,NA,NA,"Forest",0,0,3.17,663.333333333333,-2.1296127066528,-330.208006976135
5894,2006,4,42.70977778,-80.3574,"Turkey Point-TP39",8606,NA,"Temperate","Natural","Forest","Evergreen",8,1036,"IRGA","Exclusion","Mature",542,280,262,"None",NA,15.4,NA,NA,NA,"Forest",0,0,3.17,663.333333333333,-2.1296127066528,-330.208006976135
5932,2011.5,1,29.67,113.83,"Dingmushan",9177,161,"Subtropical","Unmanaged","Forest","Evergreen",16.9,1430,"IRGA","Exclusion","Mature",897,636,261,"None",1.28,NA,NA,NA,NA,"Forest",0,0,11.09,117.181818181818,5.7903872933472,-876.35952212765
5957,2010,1,30.73,103.45,"West China Subalpine Botanical Garden",9501,NA,"Subtropical","Natural","Forest","Evergreen",15.2,1243,"IRGA","Exclusion","Mature",1083.47,521.5,561.97,"None",NA,NA,NA,NA,NA,"Forest",0,0,15.062,618.916666666667,9.7623872933472,-374.624673642802
5980,1993.5,2.5,39.95166667,115.4275,"Mt. Dongling",9094,1350,"Tropical","Managed","Forest","Deciduous",4.8,611.9,"IRGA","","Aggrading",309,278,31,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.06272727272727,401,-2.23688543392553,-592.541340309468
5981,1993.5,2.5,39.95722222,115.4247222,"Mt. Dongling",9094,1150,"Tropical","Managed","Forest","Deciduous",4.8,611.9,"IRGA","","Aggrading",390,349,41,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.06272727272727,401,-2.23688543392553,-592.541340309468
5982,1993.5,2.5,39.95944444,115.5277778,"Mt. Dongling",9094,1050,"Tropical","Managed","Forest","Evergreen",4.8,611.9,"IRGA","","Aggrading",237,181,56,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.06272727272727,401,-2.23688543392553,-592.541340309468
5983,2014,3,39.95166667,115.4275,"Mt. Dongling",9094,1350,"Tropical","Managed","Forest","Deciduous",4.8,611.9,"IRGA","","Aggrading",574,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.26090909090909,482.25,-1.03870361574371,-511.291340309468
5984,2014,3,39.95722222,115.4247222,"Mt. Dongling",9094,1150,"Tropical","Managed","Forest","Deciduous",4.8,611.9,"IRGA","","Aggrading",455,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.26090909090909,482.25,-1.03870361574371,-511.291340309468
5985,2014,3,39.95944444,115.5277778,"Mt. Dongling",9094,1050,"Tropical","Managed","Forest","Evergreen",4.8,611.9,"IRGA","","Aggrading",414,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.26090909090909,482.25,-1.03870361574371,-511.291340309468
6003,2013,1.5,35.876,-86.433,"Stones River National Battlefield",9835,NA,"Temperate","Natural","Forest","Mixed",NA,NA,"IRGA","","Mature",1022,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,11.9783333333333,1299,6.67872062668054,305.458659690532
6018,2005.5,1,39.77,-86.18,"Lilly Arbor-S1",9989,NA,"Temperate","Unmanaged","Mixed","Deciduous",11.3,1095,"Gas chromatography","","Aggrading",750,NA,NA,"None",1,17.2,66,19,16,"Mixed",0,0,4.52083333333333,896.363636363636,-0.778779373319465,-97.1777039458319
6019,2005.5,1,39.77,-86.18,"Lilly Arbor-S2",9989,NA,"Temperate","Unmanaged","Mixed","Deciduous",11.3,1095,"Gas chromatography","","Aggrading",780,NA,NA,"None",1.1,18.6,78,15,7,"Mixed",0,0,4.52083333333333,896.363636363636,-0.778779373319465,-97.1777039458319
6021,2007,1,39.28,-86.73,"McCormick's Creek State Park-S4",9989,NA,"Temperate","Natural","Mixed","Deciduous",11.3,1095,"Gas chromatography","","Mature",610,NA,NA,"None",1,12.3,46,29,25,"Mixed",0,0,6.046,803.75,0.746387293347202,-189.791340309468
6023,2007,1,39.28,-86.73,"McCormick's Creek State Park-S6",9989,NA,"Temperate","Natural","Mixed","Deciduous",11.3,1095,"Gas chromatography","","Mature",970,NA,NA,"None",1.1,13.3,46,40,14,"Mixed",0,0,6.046,803.75,0.746387293347202,-189.791340309468
6048,2005.5,1.5,-25.02,31.496,"Kruger National Park",10106,370,"Temperate","Natural","Savanna","Deciduous",NA,550,"IRGA","Model","Mature",660,264,396,"None",1.2,NA,87,11,3,"Grassland",0,0,8.13,107.125,2.8303872933472,-886.416340309468
6049,2005.5,1.5,-25.02,31.496,"Kruger National Park",10106,370,"Temperate","Natural","Savanna","Deciduous",NA,550,"IRGA","Model","Mature",352,211,141,"None",1.2,NA,89,8,3,"Grassland",0,0,8.13,107.125,2.8303872933472,-886.416340309468
6091,2011,3,36.09699444,-94.17906944,"Agricultural Research and Extension Center",10383,395,"Temperate","Unmanaged","Grassland","Deciduous",13.9,1230,"IRGA","","Mature",1917,NA,NA,"None",NA,NA,32,63,6,"Grassland",0,0,5.68454545454545,474,0.384932747892656,-519.541340309468
