"Record_number","Study_midyear","YearsOfData","Latitude","Longitude","Site_name","Study_number","Elevation","Biome","Ecosystem_state","Ecosystem_type","Leaf_habit","MAT","MAP","Meas_method","Partition_method","Stage","Rs_annual","Rh_annual","Ra_annual","Manipulation","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","Ecosystem_type2","Outlier_rh","Outlier_ra","Mean.Temp.","Mean.Precip.","delta.Mean.Temp.","delta.Mean.Precip."
5360,1994.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Mixed",8.5,1050,"IRGA","","Mature",777,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,14.62,1067.4,9.3203872933472,73.8586596905318
5361,1995.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Mixed",8.5,1050,"IRGA","","Mature",725,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,12.4188888888889,1067.4,7.11927618223609,73.8586596905318
5362,1996.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Mixed",8.5,1050,"IRGA","","Mature",696,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,0.838888888888889,1179.91666666667,-4.46072381776391,186.375326357198
5363,1997.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Mixed",8.5,1050,"IRGA","","Mature",601,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.01375,1179.91666666667,-3.2858627066528,186.375326357198
5364,1998.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Mixed",8.5,1050,"IRGA","","Mature",699,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,0.941111111111111,1179.91666666667,-4.35850159554169,186.375326357198
5365,1999.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Mixed",8.5,1050,"IRGA","","Mature",758,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,13.5011111111111,1067.4,8.20149840445831,73.8586596905318
5366,2000.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Mixed",8.5,1050,"IRGA","","Mature",648,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.782,855.083333333333,-1.5176127066528,-138.458006976135
5367,2001.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Mixed",8.5,1050,"IRGA","","Mature",618,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,12.3144444444444,941.083333333333,7.01483173779165,-52.4580069761349
5368,2002.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Mixed",8.5,1050,"IRGA","","Mature",695,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.11636363636364,680,-2.18324907028916,-313.541340309468
5369,2003.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Mixed",8.5,1050,"IRGA","","Mature",713,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,11.16,330.2,5.8603872933472,-663.341340309468
5370,2004.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Mixed",8.5,1050,"IRGA","","Mature",682,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.48818181818182,680,-1.81143088847098,-313.541340309468
5371,2005.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Mixed",8.5,1050,"IRGA","","Mature",726,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.708,680,-1.5916127066528,-313.541340309468
5372,2006.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Mixed",8.5,1050,"IRGA","","Mature",698,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.21,900.857142857143,-2.0896127066528,-92.6841974523254
5373,2007.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Mixed",8.5,1050,"IRGA","","Mature",655,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.95454545454545,928.142857142857,-2.34506725210734,-65.3984831666112
5374,2008.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Mixed",8.5,1050,"IRGA","","Mature",671,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.507,928.142857142857,-1.7926127066528,-65.3984831666112
5375,2009.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Mixed",8.5,1050,"IRGA","","Mature",688,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.094,928.142857142857,-2.2056127066528,-65.3984831666112
5376,1992.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Evergreen",8.5,1050,"IRGA","","Mature",951,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.935,872.3,-3.3646127066528,-121.241340309468
5377,1993.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Evergreen",8.5,1050,"IRGA","","Mature",676,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.92,1028.16666666667,-2.3796127066528,34.6253263571984
5378,1994.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Evergreen",8.5,1050,"IRGA","","Mature",869,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,14.62,1067.4,9.3203872933472,73.8586596905318
5379,1995.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Evergreen",8.5,1050,"IRGA","","Mature",804,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,12.4188888888889,1067.4,7.11927618223609,73.8586596905318
5380,1996.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Evergreen",8.5,1050,"IRGA","","Mature",770,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,0.838888888888889,1179.91666666667,-4.46072381776391,186.375326357198
5381,1997.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Evergreen",8.5,1050,"IRGA","","Mature",656,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.01375,1179.91666666667,-3.2858627066528,186.375326357198
5382,1998.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Evergreen",8.5,1050,"IRGA","","Mature",772,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,0.941111111111111,1179.91666666667,-4.35850159554169,186.375326357198
5383,1999.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Evergreen",8.5,1050,"IRGA","","Mature",844,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,13.5011111111111,1067.4,8.20149840445831,73.8586596905318
5384,2000.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Evergreen",8.5,1050,"IRGA","","Mature",710,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.782,855.083333333333,-1.5176127066528,-138.458006976135
5385,2001.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Evergreen",8.5,1050,"IRGA","","Mature",676,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,12.3144444444444,941.083333333333,7.01483173779165,-52.4580069761349
5386,2002.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Evergreen",8.5,1050,"IRGA","","Mature",767,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.11636363636364,680,-2.18324907028916,-313.541340309468
5387,2003.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Evergreen",8.5,1050,"IRGA","","Mature",789,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,11.16,330.2,5.8603872933472,-663.341340309468
5388,2004.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Evergreen",8.5,1050,"IRGA","","Mature",752,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.48818181818182,680,-1.81143088847098,-313.541340309468
5389,2005.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Evergreen",8.5,1050,"IRGA","","Mature",806,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.708,680,-1.5916127066528,-313.541340309468
5390,2006.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Evergreen",8.5,1050,"IRGA","","Mature",770,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.21,900.857142857143,-2.0896127066528,-92.6841974523254
5391,2007.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Evergreen",8.5,1050,"IRGA","","Mature",720,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.95454545454545,928.142857142857,-2.34506725210734,-65.3984831666112
5392,2008.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Evergreen",8.5,1050,"IRGA","","Mature",736,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.507,928.142857142857,-1.7926127066528,-65.3984831666112
5393,2009.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Forest","Evergreen",8.5,1050,"IRGA","","Mature",757,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.094,928.142857142857,-2.2056127066528,-65.3984831666112
5394,1992.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Wetland","Deciduous",8.5,1050,"IRGA","","Mature",647,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,1.935,872.3,-3.3646127066528,-121.241340309468
5395,1993.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Wetland","Deciduous",8.5,1050,"IRGA","","Mature",483,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,2.92,1028.16666666667,-2.3796127066528,34.6253263571984
5396,1994.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Wetland","Deciduous",8.5,1050,"IRGA","","Mature",600,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,14.62,1067.4,9.3203872933472,73.8586596905318
5397,1995.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Wetland","Deciduous",8.5,1050,"IRGA","","Mature",562,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,12.4188888888889,1067.4,7.11927618223609,73.8586596905318
5398,1996.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Wetland","Deciduous",8.5,1050,"IRGA","","Mature",541,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,0.838888888888889,1179.91666666667,-4.46072381776391,186.375326357198
5399,1997.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Wetland","Deciduous",8.5,1050,"IRGA","","Mature",469,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,2.01375,1179.91666666667,-3.2858627066528,186.375326357198
5400,1998.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Wetland","Deciduous",8.5,1050,"IRGA","","Mature",544,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,0.941111111111111,1179.91666666667,-4.35850159554169,186.375326357198
5401,1999.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Wetland","Deciduous",8.5,1050,"IRGA","","Mature",587,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,13.5011111111111,1067.4,8.20149840445831,73.8586596905318
5402,2000.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Wetland","Deciduous",8.5,1050,"IRGA","","Mature",506,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,3.782,855.083333333333,-1.5176127066528,-138.458006976135
5403,2001.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Wetland","Deciduous",8.5,1050,"IRGA","","Mature",483,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,12.3144444444444,941.083333333333,7.01483173779165,-52.4580069761349
5404,2002.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Wetland","Deciduous",8.5,1050,"IRGA","","Mature",541,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,3.11636363636364,680,-2.18324907028916,-313.541340309468
5405,2003.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Wetland","Deciduous",8.5,1050,"IRGA","","Mature",554,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,11.16,330.2,5.8603872933472,-663.341340309468
5406,2004.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Wetland","Deciduous",8.5,1050,"IRGA","","Mature",531,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,3.48818181818182,680,-1.81143088847098,-313.541340309468
5407,2005.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Wetland","Deciduous",8.5,1050,"IRGA","","Mature",563,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,3.708,680,-1.5916127066528,-313.541340309468
5408,2006.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Wetland","Deciduous",8.5,1050,"IRGA","","Mature",544,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,3.21,900.857142857143,-2.0896127066528,-92.6841974523254
5409,2007.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Wetland","Deciduous",8.5,1050,"IRGA","","Mature",511,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,2.95454545454545,928.142857142857,-2.34506725210734,-65.3984831666112
5410,2008.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Wetland","Deciduous",8.5,1050,"IRGA","","Mature",524,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,3.507,928.142857142857,-1.7926127066528,-65.3984831666112
5411,2009.5,1,42.53,-72.18,"Harvard Forest",6935,340,"Temperate","Natural","Wetland","Deciduous",8.5,1050,"IRGA","","Mature",536,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,3.094,928.142857142857,-2.2056127066528,-65.3984831666112
5415,2009.5,3,46.639,8.447,"Damma glacier",6961,2300,"Boreal","Natural","Shrubland","Deciduous",2.2,2400,"IRGA","","Mature",8.6,NA,NA,"None",1.4,NA,NA,NA,NA,"Shrubland",0,0,0.994545454545455,1069.75,-4.30506725210734,76.2086596905317
5416,2009.5,3,46.639,8.447,"Damma glacier",6961,2300,"Boreal","Natural","Shrubland","Deciduous",2.2,2400,"IRGA","","Mature",66.6,NA,NA,"None",1.16,NA,NA,NA,NA,"Shrubland",0,0,0.994545454545455,1069.75,-4.30506725210734,76.2086596905317
5417,2009.5,3,46.639,8.447,"Damma glacier",6961,2300,"Boreal","Natural","Shrubland","Deciduous",2.2,2400,"IRGA","","Mature",160.5,NA,NA,"None",0.9,NA,NA,NA,NA,"Shrubland",0,0,0.994545454545455,1069.75,-4.30506725210734,76.2086596905317
5419,2010,1,47.433,126.633,"National Field Research Station of Agro-Ecosystem",6984,240,"Temperate","Unmanaged","Grassland","Deciduous",1.5,550,"Gas chromatography","Comparison","Mature",205.6,178.3,27.3,"None",1.01,NA,NA,NA,NA,"Grassland",0,0,1.45583333333333,469.833333333333,-3.84377937331946,-523.708006976135
5420,2010,1,47.433,126.633,"National Field Research Station of Agro-Ecosystem",6984,240,"Temperate","Managed","Grassland","Deciduous",1.5,550,"Gas chromatography","Comparison","Mature",107.4,107.4,0,"None",1.06,NA,NA,NA,NA,"Grassland",0,0,1.45583333333333,469.833333333333,-3.84377937331946,-523.708006976135
5424,2007.5,1,23.17,112.54,"Dinghushan Biosphere Reserve",7048,225,"Subtropical","Unmanaged","Forest","Evergreen",21.4,1956,"IRGA","","Mature",848,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.56833333333333,1903.33333333333,1.26872062668054,909.791993023865
5425,2007.5,1,23.17,112.54,"Dinghushan Biosphere Reserve",7048,225,"Subtropical","Unmanaged","Forest","Mixed",21.4,1956,"IRGA","","Mature",1082,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.56833333333333,1903.33333333333,1.26872062668054,909.791993023865
5426,2007.5,1,23.17,112.54,"Dinghushan Biosphere Reserve",7048,225,"Subtropical","Natural","Forest","Evergreen",21.4,1956,"IRGA","","Mature",1094,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.56833333333333,1903.33333333333,1.26872062668054,909.791993023865
5433,2011,1,24.4,117.91,"Zhangzhou Mangrove Nature Reserve",7053,NA,"Subtropical","Natural","Wetland","",21,1371,"IRGA","","Mature",650,NA,NA,"None",NA,NA,NA,NA,NA,"Wetland",0,0,6.50583333333333,1043.75,1.20622062668054,50.2086596905317
5435,2008,5,68.9047,-148.8758,"UT",7087,440,"Arctic","Natural","Tundra","Deciduous",NA,NA,"IRGA","","Mature",296,NA,NA,"None",NA,NA,NA,NA,NA,"Shrubland",0,0,1.8225,259.333333333333,-3.4771127066528,-734.208006976135
5436,2008,5,68.1753,-149.4406,"SaT",7087,1110,"Arctic","Natural","Tundra","Deciduous",NA,NA,"IRGA","","Mature",125,NA,NA,"None",NA,NA,NA,NA,NA,"Shrubland",0,0,-0.448,259.333333333333,-5.7476127066528,-734.208006976135
5437,2008,5,67.9911,-149.7608,"TZ",7087,740,"Boreal","Natural","Forest","Evergreen",NA,NA,"IRGA","","Mature",426,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,-0.448,173.166666666667,-5.7476127066528,-820.374673642802
5438,2008,5,67.1833,-150.2969,"BS1",7087,400,"Boreal","Natural","Forest","Evergreen",NA,NA,"IRGA","","Mature",292,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,-0.448,333.083333333333,-5.7476127066528,-660.458006976135
5439,2008,5,65.6439,-147.4714,"BS2",7087,240,"Boreal","Natural","Forest","Evergreen",NA,NA,"IRGA","","Mature",474,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,-0.280833333333333,259.333333333333,-5.58044603998613,-734.208006976135
5440,2001.5,1,18.42,99.72,"Mae Moh",7109,380,"Tropical","Managed","Forest","Deciduous",25.8,1284,"IRGA","","Mature",1024,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,8.93583333333333,585.25,3.63622062668053,-408.291340309468
5441,2002.5,1,18.42,99.72,"Mae Moh",7109,380,"Tropical","Managed","Forest","Deciduous",25.8,1284,"IRGA","","Mature",1109,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,8.63416666666667,1022.25,3.33455396001387,28.7086596905317
5442,2003.5,1,18.42,99.72,"Mae Moh",7109,380,"Tropical","Managed","Forest","Deciduous",25.8,1284,"IRGA","","Mature",919,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,8.58416666666667,1104,3.28455396001387,110.458659690532
5443,2004.5,1,18.42,99.72,"Mae Moh",7109,380,"Tropical","Managed","Forest","Deciduous",25.8,1284,"IRGA","","Mature",784,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,8.58166666666667,1104,3.28205396001387,110.458659690532
5454,2009,1,33.5,111.9,"Baotianman Natural Reserve",7181,1400,"Temperate","Natural","Forest","Deciduous",15.1,900,"IRGA","","Mature",802,NA,NA,"None",0.71,13.08,NA,NA,NA,"Forest",0,0,5.91545454545455,629.583333333333,0.615841838801747,-363.958006976135
5455,2009,1,33.5,111.9,"Baotianman Natural Reserve",7181,1400,"Temperate","Unmanaged","Forest","Deciduous",15.1,900,"IRGA","","Mature",761,NA,NA,"None",0.69,14.92,NA,NA,NA,"Forest",0,0,5.91545454545455,629.583333333333,0.615841838801747,-363.958006976135
5456,2010,1,29.13333333,117.9166667,"",7191,170,"Subtropical","Natural","Forest","Mixed",15.1,2000,"IRGA","","Mature",508,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.2475,2142.91666666667,-0.0521127066527978,1149.3753263572
5457,2010,1,29.13333333,117.9166667,"",7191,170,"Subtropical","Managed","Forest","Mixed",15.1,2000,"IRGA","","Aggrading",480,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.2475,2142.91666666667,-0.0521127066527978,1149.3753263572
5458,2003,1,2.82,111.85,"",7228,NA,"Tropical","Natural","Forest","Evergreen",27.7,2163,"IRGA","Exclusion","Mature",681,NA,NA,"None",1.5,27.6,NA,NA,NA,"Forest",0,0,8.20666666666667,1574.33333333333,2.90705396001387,580.791993023865
5460,2003,1,2.78,111.83,"",7228,NA,"Tropical","Managed","Forest","Evergreen",34.5,2928,"IRGA","Exclusion","Aggrading",436,NA,NA,"None",1.5,22.3,NA,NA,NA,"Forest",0,0,8.20666666666667,1574.33333333333,2.90705396001387,580.791993023865
5461,2001.5,10,35.97,-79.13,"Duke Forest",7290,160,"Temperate","Managed","Forest","Evergreen",NA,NA,"IRGA","","Aggrading",1430.1,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.43727272727273,829.272727272727,0.137660020619929,-164.268613036741
5462,2002.5,10,35.97,-79.13,"Duke Forest",7290,160,"Temperate","Managed","Forest","Evergreen",NA,NA,"IRGA","","Aggrading",1331.1,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.03272727272727,1245.83333333333,0.733114566074474,252.291993023865
5463,2003.5,10,35.97,-79.13,"Duke Forest",7290,160,"Temperate","Managed","Forest","Evergreen",NA,NA,"IRGA","","Aggrading",1541.5,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.88818181818182,1245.83333333333,-0.41143088847098,252.291993023865
5464,2004.5,10,35.97,-79.13,"Duke Forest",7290,160,"Temperate","Managed","Forest","Evergreen",NA,NA,"IRGA","","Aggrading",1560.2,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.18727272727273,1245.83333333333,-0.112339979380071,252.291993023865
5465,2005.5,10,35.97,-79.13,"Duke Forest",7290,160,"Temperate","Managed","Forest","Evergreen",NA,NA,"IRGA","","Aggrading",1333.3,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.70272727272727,1245.83333333333,0.403114566074475,252.291993023865
5466,2006.5,10,35.97,-79.13,"Duke Forest",7290,160,"Temperate","Managed","Forest","Evergreen",NA,NA,"IRGA","","Aggrading",1639.9,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.85727272727273,1397.08333333333,0.557660020619929,403.541993023865
5467,2007.5,10,35.97,-79.13,"Duke Forest",7290,160,"Temperate","Managed","Forest","Evergreen",NA,NA,"IRGA","","Aggrading",1203.9,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.06,1195.58333333333,-1.2396127066528,202.041993023865
5468,2008.5,10,35.97,-79.13,"Duke Forest",7290,160,"Temperate","Managed","Forest","Evergreen",NA,NA,"IRGA","","Aggrading",1338.2,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.36,1195.58333333333,0.0603872933472021,202.041993023865
5469,2009.5,10,35.97,-79.13,"Duke Forest",7290,160,"Temperate","Managed","Forest","Evergreen",NA,NA,"IRGA","","Aggrading",1242.5,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.00909090909091,1057.83333333333,-0.290521797561889,64.291993023865
5470,2010.5,10,35.97,-79.13,"Duke Forest",7290,160,"Temperate","Managed","Forest","Evergreen",NA,NA,"IRGA","","Aggrading",1229.3,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.22090909090909,1235.90909090909,-0.0787036157437075,242.367750599623
5471,2001.5,6,35.97,-79.13,"Duke Forest",7290,160,"Temperate","Natural","Forest","Deciduous",NA,NA,"IRGA","","Mature",1161.9,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.43727272727273,829.272727272727,0.137660020619929,-164.268613036741
5472,2002.5,6,35.97,-79.13,"Duke Forest",7290,160,"Temperate","Natural","Forest","Deciduous",NA,NA,"IRGA","","Mature",1231.3,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.03272727272727,1245.83333333333,0.733114566074474,252.291993023865
5473,2003.5,6,35.97,-79.13,"Duke Forest",7290,160,"Temperate","Natural","Forest","Deciduous",NA,NA,"IRGA","","Mature",1317.4,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.88818181818182,1245.83333333333,-0.41143088847098,252.291993023865
5474,2004.5,6,35.97,-79.13,"Duke Forest",7290,160,"Temperate","Natural","Forest","Deciduous",NA,NA,"IRGA","","Mature",1268.6,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.18727272727273,1245.83333333333,-0.112339979380071,252.291993023865
5475,2005.5,6,35.97,-79.13,"Duke Forest",7290,160,"Temperate","Natural","Forest","Deciduous",NA,NA,"IRGA","","Mature",1063.3,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.70272727272727,1245.83333333333,0.403114566074475,252.291993023865
5476,2003.5,6,36.2,-79.28,"Duke Forest",7290,212,"Temperate","Unmanaged","Forest","Evergreen",NA,NA,"IRGA","","Mature",1219.7,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.53583333333333,1885.91666666667,-0.763779373319465,892.375326357198
5477,2004.5,6,36.2,-79.28,"Duke Forest",7290,212,"Temperate","Unmanaged","Forest","Evergreen",NA,NA,"IRGA","","Mature",1096.7,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.59083333333333,1245.83333333333,-0.708779373319465,252.291993023865
5478,2005.5,6,36.2,-79.28,"Duke Forest",7290,212,"Temperate","Unmanaged","Forest","Evergreen",NA,NA,"IRGA","","Mature",782.1,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.11,1245.83333333333,-0.189612706652798,252.291993023865
5479,2008.5,2,40.59425,-3.916805556,"",7530,985,"Mediterranean","Natural","Forest","Deciduous",14,655,"IRGA","","Mature",970,NA,NA,"None",NA,16.1,NA,NA,NA,"Forest",0,0,4.66727272727273,1149.25,-0.632339979380071,155.708659690532
5480,2008.5,2,40.59436111,-3.917138889,"",7530,986,"Mediterranean","Natural","Forest","Deciduous",14,655,"IRGA","","Aggrading",450,NA,NA,"None",NA,14.5,NA,NA,NA,"Forest",0,0,4.66727272727273,1149.25,-0.632339979380071,155.708659690532
5481,2008.5,2,40.56883333,-4.134666667,"",7530,1020,"Mediterranean","Natural","Forest","Deciduous",13,788,"IRGA","","Mature",1010,NA,NA,"None",NA,14.4,NA,NA,NA,"Forest",0,0,2.71090909090909,1149.25,-2.58870361574371,155.708659690532
5482,2008.5,2,40.51666667,-4.134777778,"",7530,1017,"Mediterranean","Natural","Forest","Deciduous",13,788,"IRGA","","Aggrading",790,NA,NA,"None",NA,14,NA,NA,NA,"Forest",0,0,2.71090909090909,1149.25,-2.58870361574371,155.708659690532
5483,2008.5,2,40.72255556,-4.116694444,"",7530,1409,"Mediterranean","Natural","Forest","Evergreen",8,895,"IRGA","","Mature",1380,NA,NA,"None",NA,17.5,NA,NA,NA,"Forest",0,0,2.71090909090909,1149.25,-2.58870361574371,155.708659690532
5484,2008.5,2,40.73569444,-4.100527778,"",7530,1397,"Mediterranean","Natural","Forest","Evergreen",8,895,"IRGA","","Aggrading",1220,NA,NA,"None",NA,13.1,NA,NA,NA,"Forest",0,0,2.71090909090909,1149.25,-2.58870361574371,155.708659690532
